objectid,parentid,title,identifier,subject,dimensions,display_template,format,object_location,image_small,image_thumb,image_alt_text,description,notes,other_objects
object_0288_0,object_0288,DSCN4632.JPG containing object_0288,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4632/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4632/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4632/full/400,/0/default.jpg",image containing object_0288,,,object_0287;object_0289
object_0289,,Sheng head,289,Sheng head,H: 5 x 3,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4632/full/400,/0/default.jpg",,"Sheng head. Lao sheng. Red and pink tone stemmed flower deco yuan waijin 員外巾 black hat, blueish edge; front emblem, quatrefoil flower cut out in red at top. Short red ribbon at nape, twin hinged dark blue ribbons extend back. White painted face, blush, three strand black opera beard covers lips.","Same style as 1.274, 1.280 and others.",
object_0289_0,object_0289,DSCN4632.JPG containing object_0289,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4632/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4632/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4632/full/400,/0/default.jpg",image containing object_0289,,,object_0287;object_0288
object_0290,,Sheng head,290,Sheng head,H: 5 x 3,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4633/full/400,/0/default.jpg",,"Sheng head. Lao sheng. Red and pink tone stemmed flower deco yuan waijin 員外巾 black hat, green edge; front emblem, quatrefoil flower cut out in red at top. Short red ribbon at nape, twin hinged black ribbons extend back. White painted face, blush, full opera beard with individually painted black strands covers lips.","Same style as 1.274, 1.279 and others.",
object_0290_0,object_0290,DSCN4633.JPG containing object_0290,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4633/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4633/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4633/full/400,/0/default.jpg",image containing object_0290,,,object_0291;object_0292
object_0291,,Chou head,291,Chou head,H: 5 x 3,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4633/full/400,/0/default.jpg",,"Chou head. Lao chou. Red and pink tone stemmed flower deco yuan waijin 員外巾 black hat, green edge; front emblem, quatrefoil flower cut out in red at top. Short red ribbon at nape, twin hinged dark blue ribbons extend back. White painted face, blush,black swoosh marks. Full grey opera beard with individually cut slightly waving strands covers lips.","Same style as 1.274, 1.279 and others.",
object_0291_0,object_0291,DSCN4633.JPG containing object_0291,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4633/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4633/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4633/full/400,/0/default.jpg",image containing object_0291,,,object_0290;object_0292
object_0292,,Jing head,292,Jing head,H: 4 ¼ x 2 ½,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4633/full/400,/0/default.jpg",,"Jing head. Lao jing. Red, green, natural starburst deco yuan waijin 員外巾 black hat, green edge; front emblem, quatrefoil flower cut out in red at top.Green band with twisted ciguye-like 慈菇葉 front emblem. Short red ribbon at nape. White, black painted face. Full grey opera beard with individually painted strands covers lips. Lacquered.","Same style as 1.274, 1.279 and others.",
object_0292_0,object_0292,DSCN4633.JPG containing object_0292,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4633/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4633/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4633/full/400,/0/default.jpg",image containing object_0292,,,object_0290;object_0291
object_0293,,Jing head,293,Jing head,H: 4 ½ x 2 ½,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4635/full/400,/0/default.jpg",,"Jing head. Lao jing. Red, green, natural starburst deco yuan waijin 員外巾 black hat, green edge; front emblem, quatrefoil flower cut out in red at top.Green band and edging. Short red ribbon at nape; hinged twin black ribbons extend. White, black, blush painted face. Full black opera beard covers lips. Lacquered.",,
object_0293_0,object_0293,DSCN4635.JPG containing object_0293,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4635/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4635/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4635/full/400,/0/default.jpg",image containing object_0293,,,object_0294;object_0295
object_0294,,Chou head,294,Chou head,H: 5 x 3,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4635/full/400,/0/default.jpg",,"Chou head. Lao chou or demon. Tall black square top hat, front emblem; yellow band, ties at back above short red ribbon. Pinkish flesh face, lips, teeth, tongue; cut wrinkles, natural tufted brow, cut strands of white hair, stachio, beard, soul patch.",,
object_0294_0,object_0294,DSCN4635.JPG containing object_0294,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4635/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4635/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4635/full/400,/0/default.jpg",image containing object_0294,,,object_0293;object_0295
object_0295,,Sheng head,295,Sheng head,H: 5 ½ x 3,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4635/full/400,/0/default.jpg",,"Sheng head. Lao sheng. Scholar or student hat. Simple black, front emblem, green band, short red back ribbon. Open cut black face, 5 strand black beard and pate.",Damage: Break at beard strand. Same hat style as 1.286 and others.,
object_0295_0,object_0295,DSCN4635.JPG containing object_0295,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4635/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4635/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4635/full/400,/0/default.jpg",image containing object_0295,,,object_0293;object_0294
object_0296,,Sheng head,296,Sheng head,H: 5 x 2 ¾,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4636/full/400,/0/default.jpg",,"Sheng head. Lao sheng. Scholar or student hat. Simple black, emerald green band, short red back ribbon. Open cut natural face and 5 strand beard; grey pate.",Same hat style as 1.285 and others.,
object_0296_0,object_0296,DSCN4636.JPG containing object_0296,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4636/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4636/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4636/full/400,/0/default.jpg",image containing object_0296,,,object_0297;object_0298
object_0297,,Sheng head,297,Sheng head,H: 4 ½ x 3 ¼,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4636/full/400,/0/default.jpg",,"Sheng head. Lao sheng. Scholar or student hat. Simple black, emerald green band, ties, extends back, short red back ribbon. Open cut black face; 5 strand grey beard; grey pate.",,
object_0297_0,object_0297,DSCN4636.JPG containing object_0297,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4636/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4636/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4636/full/400,/0/default.jpg",image containing object_0297,,,object_0296;object_0298
object_0298,,Sheng head,298,Sheng head,H: 5 ½ x 3,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4636/full/400,/0/default.jpg",,"Sheng head. Sheng. Scholar or student hat. Simple black, faded emerald green band, ties, extends back, short red back ribbon. Open cut black face; black pate.",Same hat style as 1.289 and others.,
object_0298_0,object_0298,DSCN4636.JPG containing object_0298,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4636/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4636/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4636/full/400,/0/default.jpg",image containing object_0298,,,object_0296;object_0297
object_0299,,Sheng head,299,Sheng head,H: 5 ½ x 3,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4637/full/400,/0/default.jpg",,"Sheng head. Lao sheng. Scholar or student hat. Simple black, emerald green band, short red back ribbon. White, blush painted face; black three strand opera style beard covers mouth; green pate.",Same hat style as 1.288 and others.,
object_0299_0,object_0299,DSCN4637.JPG containing object_0299,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4637/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4637/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4637/full/400,/0/default.jpg",image containing object_0299,,,object_0300
object_0300,,Jing head,300,Jing head,H: 5 ½ x 3,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4637/full/400,/0/default.jpg",,"Jing head. Jing demon. Scholar or student hat. Simple black, dusky emerald green band with twin hinged ribbons extending back, short red back ribbon. White, blush painted face; black stylized menacing eye; lips, teeth, tongue; black ear tufts, two strand pointed sideburn beard, stachio, soul patch.",Same hat style as 1.288 and others.,
object_0300_0,object_0300,DSCN4637.JPG containing object_0300,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4637/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4637/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4637/full/400,/0/default.jpg",image containing object_0300,,,object_0299
object_0301,,Chou head,301,Chou head,H: 5 ½ x 2 ¼,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4638/full/400,/0/default.jpg",,"Chou head. Chou. ¾ pockmark, asymmetric face, 2 black brows, open eye and red open eyelids, no pupil; teeth. Shamao 紗帽 scholar official hat in black, large pink flower blue green leaves; blue green circlet and twin black hinged back ribbons, short red ribbons ties back.",,
object_0301_0,object_0301,DSCN4638.JPG containing object_0301,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4638/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4638/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4638/full/400,/0/default.jpg",image containing object_0301,,,object_0302;object_0303
object_0302,,Chou head,302,Chou head,H: 3 ½ x 2,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4638/full/400,/0/default.jpg",,"Chou head. Chou, eye patch, triangle eye, flesh face; black-rimmed red lips; green pate. Cocked forward scholar official hat in black, pink flower green leaves; green circlet, short red ribbons ties back.",,
object_0302_0,object_0302,DSCN4638.JPG containing object_0302,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4638/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4638/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4638/full/400,/0/default.jpg",image containing object_0302,,,object_0301;object_0303
object_0303,,Chou head,303,Chou head,H: 3 ¾  x 2 ¾,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4638/full/400,/0/default.jpg",,"Chou head. Chou official. Tall four sided hat tilts on brow. Large pink tone flowers, green leaves and band; red, green cut out quatrefoil at top; red ribbons ties hair back at nape. Flesh face, round blush patch on cheek, fishtail eye, pointed nose, lips, teeth, tongue.",,
object_0303_0,object_0303,DSCN4638.JPG containing object_0303,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4638/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4638/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4638/full/400,/0/default.jpg",image containing object_0303,,,object_0301;object_0302
object_0304,,Chou head,304,Chou head,H: 3 x 2 ¼,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4639/full/400,/0/default.jpg",,"Chou head. Chou. Fish tail eye; red lips, carved wrinkles; black tufted stachio and brow, soul patch; green pate. Small hat or cap perched on back of head in black, green edged overlapping petals extend down from square top; red top emblem; short red ribbons ties back.",Hat same style as 305.,
object_0304_0,object_0304,DSCN4639.JPG containing object_0304,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4639/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4639/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4639/full/400,/0/default.jpg",image containing object_0304,,,object_0305
object_0305,,Jing head,305,Jing head,H: 3 x 2 ½,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4639/full/400,/0/default.jpg",,"Jing head. Jing demon. Orange, black, grey cut markings; red lips, teeth; green pate. Small hat or cap perched on back of head in black, green edged overlapping petals extend down from square top; red top emblem; short red ribbons ties back. Lacquered.",Hat same style as 304.,
object_0305_0,object_0305,DSCN4639.JPG containing object_0305,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4639/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4639/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4639/full/400,/0/default.jpg",image containing object_0305,,,object_0304
object_0306,,"Gentry, female body",306,Female body,H: 8 ¼ x 5 ½ ; neck rod 12; hand rod 9 ¾.,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3764/full/400,/0/default.jpg",,"Gentry, female body. Block hands, bound feet, red shoes. Natural, wide sleeve, front button jacket, blue cloud collar, blue roundels with pink floral; over close sleeve embroidered, white gown, red front sash, green pleats, symmetrical pattern pink, white side panel, toggles; black, red, blue cut out designs. 2 rods.",Envelope #71. Old Object #1.295b. Longpao magua 龍袍馬褂.,
object_0306_0,object_0306,DSCN3764.JPG containing object_0306,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3764/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3764/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3764/full/400,/0/default.jpg",image containing object_0306,,,
object_0307,,"Gentry, child body",307,Child body,H: 6 ½ x 4 ½ ; neck rod 10 ¼ ; hand rods 8 ½.,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4215/full/400,/0/default.jpg",,"Gentry, child body. Red tunic, cut out green flowers, close sleeves, fists; black edging, green pleats; matching trousers; red with black front deco, platform shoes. 3 rods.",Envelope #71. Old Object #1.296b. Ao ku 襖褲.,
object_0307_0,object_0307,DSCN4215.JPG containing object_0307,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4215/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4215/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4215/full/400,/0/default.jpg",image containing object_0307,,,object_0308
object_0308,,"Gentry, child body",308,Child body,H: 6 ¾ x 4 ½ ; neck rod 11 ¼ ; hand rods 9 ¼.,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4215/full/400,/0/default.jpg",,"Gentry, child body. House servant? Blue tunic, close sleeves, block hands; black, green edging; red trousers, black deco edging; red, black, yellow shoes. 3 rods.",Envelope #71. Old Object #1.297b. Ao ku 襖褲.,
