objectid,parentid,title,identifier,subject,dimensions,display_template,format,object_location,image_small,image_thumb,image_alt_text,description,notes,other_objects
object_0263_0,object_0263,DSCN4314.JPG containing object_0263,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4314/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4314/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4314/full/400,/0/default.jpg",image containing object_0263,,,
object_0264,,Dan head,264,Dan head,H: 5 ¼ x 3 ½,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4625/full/400,/0/default.jpg",,"Dan head. Wu dan. Supernatural rebel. Cut away face; black ciguye 慈菇葉 martial arrow, red spotted profile snake atop red cloth covering hat with back extension; front diadem, ezi 額子, flower ear deco with four large, pale purple pompoms; twin pheasant feathers extend back, also twin white furs.",Same style as 1.256 and others. Note: Faded.,
object_0264_0,object_0264,DSCN4625.JPG containing object_0264,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4625/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4625/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4625/full/400,/0/default.jpg",image containing object_0264,,,object_0266;object_0267
object_0265,,Red snake animal,265,Creature,H: head 1 ¾ x 3 ½; L body 25 ¼. Head rod 10 ¼; tail rod 6 ¾.,compound_object,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4354/full/400,/0/default.jpg",,"Red snake animal. Natural with red back, teeth, flame-like tongue extended, round black eyes; movable body features 52 hinged plates sewn together with thick white thread to pointed tail. 2 rods. Could go with Madame White Snake.",Same head gear as 1.246. Damage: Head rod rusted in charred looking stick. Possible pyrotechnic result.,
object_0265_0,object_0265,DSCN4354.JPG containing object_0265,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4354/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4354/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4354/full/400,/0/default.jpg",image containing object_0265,,,
object_0265_1,object_0265,DSCN4355.JPG containing object_0265,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4355/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4355/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4355/full/400,/0/default.jpg",image containing object_0265,,,
object_0265_2,object_0265,DSCN4356.JPG containing object_0265,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4356/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4356/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4356/full/400,/0/default.jpg",image containing object_0265,,,
object_0266,,Dan head,266,Dan head,H: 5 ¼ x 3 ½,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4625/full/400,/0/default.jpg",,"Dan head. Wu dan. Supernatural rebel. Cut away face; black ciguye 慈菇葉 martial arrow, grey profile scorpion atop natural cloth covering hat with back extension; front diadem, ezi 額子, flower ear deco with 4 large pompoms in red and purple; twin pheasant feathers extend back, also twin white furs.","Same style as 1.254. Goes with 1.257, 1.258, 1.259. Note: Faded.",
object_0266_0,object_0266,DSCN4625.JPG containing object_0266,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4625/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4625/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4625/full/400,/0/default.jpg",image containing object_0266,,,object_0264;object_0267
object_0267,,Dan head,267,Dan head,H: 3 x 2 ¼,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4625/full/400,/0/default.jpg",,"Dan head. Supernatural dan. Cut away face; grey profile scorpion atop black hair, coiled at back; red to pink flower ear deco; small earring; 5 natural hair pins include tiny axe, halberd, vajra.","Same as 1.258 only different colors. Goes with 1.256, 1.258, 1.259.",
object_0267_0,object_0267,DSCN4625.JPG containing object_0267,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4625/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4625/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4625/full/400,/0/default.jpg",image containing object_0267,,,object_0264;object_0266
object_0268,,Dan head,268,Dan head,H: 3 x 2 ¼,compound_object,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4626/full/400,/0/default.jpg",,"Dan head. Supernatural dan. Cut away face; grey profile scorpion atop black hair, coiled at back; blue tone flower ear deco; small earring; 5 natural hair pins include tiny axe, halberd, vajra.","Same as 1.257 only different colors. Goes with 1.256, 1.258, 1.259.",
object_0268_0,object_0268,DSCN4626.JPG containing object_0268,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4626/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4626/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4626/full/400,/0/default.jpg",image containing object_0268,,,object_0270;object_0271
object_0268_1,object_0268,DSCN4627.JPG containing object_0268,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4627/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4627/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4627/full/400,/0/default.jpg",image containing object_0268,,,object_0270;object_0271
object_0269,,Scorpion animal,269,Creature,H: 3 ¼ x 5 ¼.,compound_object,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4357/full/400,/0/default.jpg",,"Scorpion animal. Brown, 3/4 view, pincers ready, upturned tail; remnant of string attached to one of 4 pairs of legs.","Goes with 1.256, 1.257, 1.258.",
object_0269_0,object_0269,DSCN4357.JPG containing object_0269,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4357/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4357/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4357/full/400,/0/default.jpg",image containing object_0269,,,
object_0269_1,object_0269,DSCN4358.JPG containing object_0269,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4358/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4358/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4358/full/400,/0/default.jpg",image containing object_0269,,,
object_0270,,Dan head,270,Dan head,H: 5 ¼ x 3 ½,compound_object,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4626/full/400,/0/default.jpg",,"Dan head. Supernatural dan. Cut away face; black ciguye 慈菇葉 martial arrow, natural profile fox [or dog?] atop red cloth covering hat with back extension; diadem, ezi 額子, front emblem, 4 large pale purple pompoms; flower ear deco; twin pheasant feathers extend back, also twin white furs.",Same style as 1.254 and others. Goes with head 1.261 and dog 1.263. Note: Faded. Painted zi on neck: ‘? yue xin’ ？小心,
object_0270_0,object_0270,DSCN4626.JPG containing object_0270,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4626/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4626/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4626/full/400,/0/default.jpg",image containing object_0270,,,object_0268;object_0271
object_0270_1,object_0270,DSCN4627.JPG containing object_0270,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4627/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4627/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4627/full/400,/0/default.jpg",image containing object_0270,,,object_0268;object_0271
object_0271,,Dan head,271,Dan head,H: 3 ¼ x 2 ¼,compound_object,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4626/full/400,/0/default.jpg",,"Dan head. Supernatural dan. Cut away face; natural profile fox [or dog?] atop black hair; black forehead band and cut deco cloth at back, cut out white bat profile; detail flower ornament extends down back in red, natural, green.",Goes with head 1.260 and dog 1.263.,
object_0271_0,object_0271,DSCN4626.JPG containing object_0271,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4626/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4626/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4626/full/400,/0/default.jpg",image containing object_0271,,,object_0268;object_0270
object_0271_1,object_0271,DSCN4627.JPG containing object_0271,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4627/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4627/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4627/full/400,/0/default.jpg",image containing object_0271,,,object_0268;object_0270
object_0272,,Dan head,272,Dan head,H: 3 x 2 ¼,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4628/full/400,/0/default.jpg",,"Dan head. Supernatural dan. Flesh face, red spot on bridge of nose; natural profile fox [or dog?] atop black hair; black forehead band, flower ear deco, tiny red, green, nautural pompoms deco hair coil at nape. Lacquer.",Goes with dog 1.263. Condition: paper fibers stuck to one side.,
object_0272_0,object_0272,DSCN4628.JPG containing object_0272,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4628/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4628/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4628/full/400,/0/default.jpg",image containing object_0272,,,object_0277;object_0278
object_0273,,Fox animal,273,Creature,H: 2 ½ x 8 ¾,compound_object,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4359/full/400,/0/default.jpg",,"Fox animal. Profile, natural, short legs, long tail; red, black pigments for features and ears.","Goes with heads 1.260 – 1.262. Same as black foxes 1.264, 1.265, 1.266. Note: pin holes in belly indicate where rod was attached. Envelope #74. Old Object #1.263.",
object_0273_0,object_0273,DSCN4359.JPG containing object_0273,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4359/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4359/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4359/full/400,/0/default.jpg",image containing object_0273,,,object_0274
object_0273_1,object_0273,DSCN4360.JPG containing object_0273,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4360/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4360/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4360/full/400,/0/default.jpg",image containing object_0273,,,object_0274
object_0274,,Fox animal,274,Creature,H: 2 ½ x 8 ¾,compound_object,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4359/full/400,/0/default.jpg",,"Fox animal. Profile, black, short legs, long tail; red pigments for mouth and ears; sewn on rawhide patch on belly indicates where rod was attached.","Same as white fox 1.263, black fox 1.265, 1.266. Envelope #74. Old Object #1.264.",
object_0274_0,object_0274,DSCN4359.JPG containing object_0274,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4359/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4359/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4359/full/400,/0/default.jpg",image containing object_0274,,,object_0273
object_0274_1,object_0274,DSCN4360.JPG containing object_0274,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4360/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4360/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4360/full/400,/0/default.jpg",image containing object_0274,,,object_0273
object_0275,,Fox animal,275,Creature,H: 2 ½ x 8 ¾,compound_object,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4361/full/400,/0/default.jpg",,"Fox animal. Profile, black, short legs, long tail; red pigments for mouth and ears; sewn on rawhide patch on belly indicates where rod was attached.","Same as white fox 1.263, mirror image of black fox 1.264, 1.265. Envelope #74. Old Object #1.265.",
object_0275_0,object_0275,DSCN4361.JPG containing object_0275,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4361/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4361/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4361/full/400,/0/default.jpg",image containing object_0275,,,object_0276
object_0275_1,object_0275,DSCN4362.JPG containing object_0275,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4362/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4362/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4362/full/400,/0/default.jpg",image containing object_0275,,,object_0276
object_0276,,Fox animal,276,Creature,H: 2 ½ x 8 ¾,compound_object,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4361/full/400,/0/default.jpg",,"Fox animal. Profile, black, short legs, long tail; red pigments for mouth and ears; slits in belly indicates where rod was attached.","Same as white fox 1.263, black foxes 1.264, 1.265. Envelope #74. Old Object #1.266.",
object_0276_0,object_0276,DSCN4361.JPG containing object_0276,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4361/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4361/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4361/full/400,/0/default.jpg",image containing object_0276,,,object_0275
object_0276_1,object_0276,DSCN4362.JPG containing object_0276,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4362/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4362/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4362/full/400,/0/default.jpg",image containing object_0276,,,object_0275
object_0277,,Jing head,277,Jing head,H: 4 ¾ x 3 ½,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4628/full/400,/0/default.jpg",,"Jing head. Supernatural painted face, toad spirit. Green, red, natural diadem, ezi 額子, front emblem, black ciguye 慈菇葉 martial arrow, 1 large red pompom; ¾ view green toad or frog atop red loose hair; twin white furs and twin pheasant feathers extend back. Maori style painted face with curves and dots in red, green, black, natural.","Goes with 1.268, 1.269.",
object_0277_0,object_0277,DSCN4628.JPG containing object_0277,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4628/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4628/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4628/full/400,/0/default.jpg",image containing object_0277,,,object_0272;object_0278
object_0278,,Jing head,278,Jing head,H: 3 x 2 ¾,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4628/full/400,/0/default.jpg",,"Jing head. Jing toad spirit. Open cut, black curved wrinkles, teeth, tongue, black short stachio and soul patch; black hair bound beneath natural pointed felt cap with brown ¾ toad or frog perched facing forward.","Goes with 1.267, 1.269.",
object_0278_0,object_0278,DSCN4628.JPG containing object_0278,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4628/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4628/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4628/full/400,/0/default.jpg",image containing object_0278,,,object_0272;object_0277
object_0279,,Toad animal,279,Creature,H: 6 x 8 ¾,compound_object,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3685/full/400,/0/default.jpg",,"Toad animal. ¾ view, green spotted, yellow ground, green stripe down back; round black eyes, pink, red brows exaggerate large eyes; sewn on hide patch indicates where rod was attached. Goes with 1.267, 1.268.",,
object_0279_0,object_0279,DSCN3685.JPG containing object_0279,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3685/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3685/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3685/full/400,/0/default.jpg",image containing object_0279,,,
object_0279_1,object_0279,DSCN3690.JPG containing object_0279,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3690/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3690/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3690/full/400,/0/default.jpg",image containing object_0279,,,
object_0280,,Gui Rock spirit head,280,Creature head,H:,compound_object,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4629/full/400,/0/default.jpg",,"Gui Rock spirit head. Supernatural, rock deity. Smiling, natural with grey crags.",Goes with 1.271.,
object_0280_0,object_0280,DSCN4629.JPG containing object_0280,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4629/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4629/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4629/full/400,/0/default.jpg",image containing object_0280,,,object_0281
object_0280_1,object_0280,DSCN4630.JPG containing object_0280,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4630/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4630/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4630/full/400,/0/default.jpg",image containing object_0280,,,object_0281
object_0281,,Gui Rock spirit head,281,Creature head,H: 3 ¼ x 2 ¼,compound_object,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4629/full/400,/0/default.jpg",,"Gui Rock spirit head. Supernatural, rock deity. Frowning, grey with black crags.",Goes with 1.270.,
object_0281_0,object_0281,DSCN4629.JPG containing object_0281,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4629/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4629/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4629/full/400,/0/default.jpg",image containing object_0281,,,object_0280
object_0281_1,object_0281,DSCN4630.JPG containing object_0281,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4630/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4630/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4630/full/400,/0/default.jpg",image containing object_0281,,,object_0280
object_0282,,Chicken animal,282,Creature,H: 3 x 4 ¾; rod 10 ¾,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3696/full/400,/0/default.jpg",,"Chicken animal. Green with cut out red and white feathers, red comb and wattle, yellow beak and feet, round eyes. Mounted on rod at best grain pecking angle. 1 rod.",,
object_0282_0,object_0282,DSCN3696.JPG containing object_0282,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3696/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3696/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN3696/full/400,/0/default.jpg",image containing object_0282,,,
object_0283,,Partial property,283,Property,H: 2 ½ x 5 ¾ ; string L 4 ½,compound_object,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4363/full/400,/0/default.jpg",,"Partial property. Part of another piece. Black, bowed, horizontal with string attached at center upper convex edge. Could be raised or slid to reveal or conceal some thing or part of some thing that is of similar shape.",,
object_0283_0,object_0283,DSCN4363.JPG containing object_0283,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4363/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4363/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4363/full/400,/0/default.jpg",image containing object_0283,,,
object_0283_1,object_0283,DSCN4364.JPG containing object_0283,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4364/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4364/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4364/full/400,/0/default.jpg",image containing object_0283,,,
object_0284,,Sheng head,284,Sheng head,H: 4 ¾ x 3,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4631/full/400,/0/default.jpg",,"Sheng head. Lao sheng. Cut away face, 5 strand natural beard and stachio. Green tone deco yuan waijin 員外巾 black hat, front emblem, quatrefoil flower cut out in red at top, natural wide ribbon ties, extends at back; blue ribbons at ear.","Arlington, p. 92 ""Cap of soft material worn by actors impersonating wealthy personages or retired officials. These generally have the character shou 'longevity' embroidered on each panel."" Same style as 1.275.",
object_0284_0,object_0284,DSCN4631.JPG containing object_0284,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4631/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4631/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4631/full/400,/0/default.jpg",image containing object_0284,,,object_0285;object_0286
object_0285,,Sheng head,285,Sheng head,H: 4 ¾ x 3,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4631/full/400,/0/default.jpg",,"Sheng head. Lao sheng. Cut away face, 5 strand black beard and stachio. Green and blue tone deco yuan waijin 員外巾 black hat, front emblem, quatrefoil flower cut out in red at top, natural wide ribbon ties, extends at back blue ribbons at ear.",Same style as 1.274.,
object_0285_0,object_0285,DSCN4631.JPG containing object_0285,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4631/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4631/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4631/full/400,/0/default.jpg",image containing object_0285,,,object_0284;object_0286
object_0286,,Jing head,286,Jing head,H: 4 ¾ x 3,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4631/full/400,/0/default.jpg",,"Jing head. Wu jing. Black, white painted face, full black opera beard and stachio covers mouth. Blue tone deco yuan waijin 員外巾 black hat, front emblem, quatrefoil flower cut out in red at top. Twisted yellow front emblem, resembling ciguye 慈菇葉, yellow wide ribbon ties, extends at back.",Same style hat as 1.274 and others.,
object_0286_0,object_0286,DSCN4631.JPG containing object_0286,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4631/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4631/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4631/full/400,/0/default.jpg",image containing object_0286,,,object_0284;object_0285
object_0287,,Jing head,287,Jing head,H: 5 ¾ x 3.,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4632/full/400,/0/default.jpg",,"Jing head. Lao foreigner. Green and deep pink tone deco yuan waijin 員外巾 black hat, front emblem, quatrefoil flower cut out in red at top. Short red ribbon at nape, twin hinged blue ribbon extends back. Grey flesh face, tufted grey brown brow, stachio, soul patch; closed red lips. Furrowed brow gives intense expression.",Same style hat as 1.274 and others.,
object_0287_0,object_0287,DSCN4632.JPG containing object_0287,,,,image,image/jpg,https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4632/full/full/0/default.jpg,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4632/full/800,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4632/full/400,/0/default.jpg",image containing object_0287,,,object_0288;object_0289
object_0288,,Sheng head,288,Sheng head,H: 4 ¼  x 3 ½,item,,,,"https://puliiif-staging.princeton.edu/iiif/2/ealshadowobjects%2FDSCN4632/full/400,/0/default.jpg",,"Sheng head. Lao sheng. Green tone deco yuan waijin 員外巾 black hat, front emblem, quatrefoil flower cut out in red at top, twin blue ribbons by ear. Short red ribbon at nape, wide yellow ribbon ties, extends back. White painted face, blush, three strand grey opera beard covers lips.",,
