objectid,parentid,title,subject,display_template,format,object_location,image_small,image_thumb,image_alt_text,description,object_thumb,object_location,reference_url
"object_0030_0","object_0030","","","image","image/jpg","/objects/dscn5560.jpg","/objects/small/dscn5560_sm.jpg","/objects/thumbs/dscn5560_th.jpg","image containing object_0030","","http://localhost:4000/shadowfigures/objects/thumbs/dscn5560_th.jpg","http://localhost:4000/shadowfigures/objects/dscn5560.jpg","http://localhost:4000/shadowfigures/items/object_0030.html#object_0030_0"
"object_0031","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn5561_th.jpg","","Chou head. Wu chou. Flesh face, white clown patch covers nose; black outlined smiling red mouth; teeth, tongue; triangle eye. Black ying luomao 硬羅帽 hexagonal minister hat, red, natural white cut flower decos, white, black accents, black top knob; red pompom at ear; black ciguye 慈菇葉 martial arrow; short red neck ribbon. Lacquered.","http://localhost:4000/shadowfigures/objects/thumbs/dscn5561_th.jpg","","http://localhost:4000/shadowfigures/items/object_0031.html"
"object_0031_0","object_0031","","","image","image/jpg","/objects/dscn5561.jpg","/objects/small/dscn5561_sm.jpg","/objects/thumbs/dscn5561_th.jpg","image containing object_0031","","http://localhost:4000/shadowfigures/objects/thumbs/dscn5561_th.jpg","http://localhost:4000/shadowfigures/objects/dscn5561.jpg","http://localhost:4000/shadowfigures/items/object_0031.html#object_0031_0"
"object_0032","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn5561_th.jpg","","Chou head. Wu chou. Pink painted face; black brow, cut crescents at jawline; black stylized eye; red smiling lips; grey pate; mustard color cloth back projecting hat, small top knob, natural yellow fillet ribbon with red ties at base of neck; black 慈菇葉 martial arrow. Lacquered.","http://localhost:4000/shadowfigures/objects/thumbs/dscn5561_th.jpg","","http://localhost:4000/shadowfigures/items/object_0032.html"
"object_0032_0","object_0032","","","image","image/jpg","/objects/dscn5561.jpg","/objects/small/dscn5561_sm.jpg","/objects/thumbs/dscn5561_th.jpg","image containing object_0032","","http://localhost:4000/shadowfigures/objects/thumbs/dscn5561_th.jpg","http://localhost:4000/shadowfigures/objects/dscn5561.jpg","http://localhost:4000/shadowfigures/items/object_0032.html#object_0032_0"
"object_0033","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn5561_th.jpg","","Jing head. Wu jing. Red painted face, yellow accents on forehead to nose; heavy black brow and eye, white accent; full black opera style beard covers mouth attaches at ear; black ying luomao 硬羅帽 hexagonal minister hat and knob; green fillet; black ciguye 慈菇葉 martial arrow; short red neck ribbon. Light lacquer.","http://localhost:4000/shadowfigures/objects/thumbs/dscn5561_th.jpg","","http://localhost:4000/shadowfigures/items/object_0033.html"
"object_0033_0","object_0033","","","image","image/jpg","/objects/dscn5561.jpg","/objects/small/dscn5561_sm.jpg","/objects/thumbs/dscn5561_th.jpg","image containing object_0033","","http://localhost:4000/shadowfigures/objects/thumbs/dscn5561_th.jpg","http://localhost:4000/shadowfigures/objects/dscn5561.jpg","http://localhost:4000/shadowfigures/items/object_0033.html#object_0033_0"
"object_0034","","Sheng head","Sheng head","compound_object","","","","/objects/thumbs/dscn5562_th.jpg","","Sheng head. Wu sheng. Flesh face, pale pink cheeks; green pate; black ying luomao 硬羅帽 hexagonal hat and top knob; black ciguye 慈菇葉 martial arrow decorated with 2 small red and 3 turquoise green pompoms; short red neck ribbon. No lacquer.","http://localhost:4000/shadowfigures/objects/thumbs/dscn5562_th.jpg","","http://localhost:4000/shadowfigures/items/object_0034.html"
"object_0034_0","object_0034","","","image","image/jpg","/objects/dscn5562.jpg","/objects/small/dscn5562_sm.jpg","/objects/thumbs/dscn5562_th.jpg","image containing object_0034","","http://localhost:4000/shadowfigures/objects/thumbs/dscn5562_th.jpg","http://localhost:4000/shadowfigures/objects/dscn5562.jpg","http://localhost:4000/shadowfigures/items/object_0034.html#object_0034_0"
"object_0035","","Sheng head","Sheng head","compound_object","","","","/objects/thumbs/dscn5562_th.jpg","","Sheng head. Wu sheng. Flesh face, pale pink cheeks; shaved head; black ying luomao 硬羅帽 hexagonal hat and top knob; black ciguye 慈菇葉 martial arrow decorated with 6 small white pompoms; short red neck ribbon. No lacquer.","http://localhost:4000/shadowfigures/objects/thumbs/dscn5562_th.jpg","","http://localhost:4000/shadowfigures/items/object_0035.html"
"object_0035_0","object_0035","","","image","image/jpg","/objects/dscn5562.jpg","/objects/small/dscn5562_sm.jpg","/objects/thumbs/dscn5562_th.jpg","image containing object_0035","","http://localhost:4000/shadowfigures/objects/thumbs/dscn5562_th.jpg","http://localhost:4000/shadowfigures/objects/dscn5562.jpg","http://localhost:4000/shadowfigures/items/object_0035.html#object_0035_0"
"object_0036","","Sheng head","Sheng head","compound_object","","","","/objects/thumbs/dscn5563_th.jpg","","Sheng head. Wu sheng. Flesh face, pale pink cheeks; shaved head, ruan luomao 軟羅帽 soft black cloth hat forms hexa swirl at side of head; black ciguye 慈菇葉 martial arrow; short red neck ribbon. No lacquer.","http://localhost:4000/shadowfigures/objects/thumbs/dscn5563_th.jpg","","http://localhost:4000/shadowfigures/items/object_0036.html"
"object_0036_0","object_0036","","","image","image/jpg","/objects/dscn5563.jpg","/objects/small/dscn5563_sm.jpg","/objects/thumbs/dscn5563_th.jpg","image containing object_0036","","http://localhost:4000/shadowfigures/objects/thumbs/dscn5563_th.jpg","http://localhost:4000/shadowfigures/objects/dscn5563.jpg","http://localhost:4000/shadowfigures/items/object_0036.html#object_0036_0"
"object_0037","","Sheng head","Sheng head","compound_object","","","","/objects/thumbs/dscn5563_th.jpg","","Sheng head. Wu sheng. Flesh face, pale pink cheeks; shaved head, ruan luomao 軟羅帽 soft black cloth hat forms hexa swirl at side of head; black ciguye 慈菇葉 martial arrow; short red neck ribbon. No lacquer.","http://localhost:4000/shadowfigures/objects/thumbs/dscn5563_th.jpg","","http://localhost:4000/shadowfigures/items/object_0037.html"
"object_0037_0","object_0037","","","image","image/jpg","/objects/dscn5563.jpg","/objects/small/dscn5563_sm.jpg","/objects/thumbs/dscn5563_th.jpg","image containing object_0037","","http://localhost:4000/shadowfigures/objects/thumbs/dscn5563_th.jpg","http://localhost:4000/shadowfigures/objects/dscn5563.jpg","http://localhost:4000/shadowfigures/items/object_0037.html#object_0037_0"
"object_0038","","Sheng head","Sheng head","compound_object","","","","/objects/thumbs/dscn5563_th.jpg","","Sheng head. Wu sheng. Flesh face, pale pink cheeks; shaved head; mouth covered by long black three strand opera style beard and stachio attach at ear. Ruan luomao 軟羅帽 soft black cloth hat forms hexa swirl at side of head; black ciguye 慈菇葉 martial arrow; short red neck ribbon. No lacquer.","http://localhost:4000/shadowfigures/objects/thumbs/dscn5563_th.jpg","","http://localhost:4000/shadowfigures/items/object_0038.html"
"object_0038_0","object_0038","","","image","image/jpg","/objects/dscn5563.jpg","/objects/small/dscn5563_sm.jpg","/objects/thumbs/dscn5563_th.jpg","image containing object_0038","","http://localhost:4000/shadowfigures/objects/thumbs/dscn5563_th.jpg","http://localhost:4000/shadowfigures/objects/dscn5563.jpg","http://localhost:4000/shadowfigures/items/object_0038.html#object_0038_0"
"object_0039","","Armor female","Female body","compound_object","","","","/objects/thumbs/dscn3761_th.jpg","","Armor female. Woman warrior, wu dan 武旦. Martial attire, ruan kao 軟靠. Red deco tunic or jacket with close fitting sleeves, buttons front, dark pink turquoise green, blue, green; cut out four petal flowers, elaborate black gold-buttoned cuffs; orange cross chest tie and tassel, same waist front tie (broken in one place), long sash; blue, green cut out fish scale apron over red balloon pants; pleated turquoise green skirt or cloth with black, red deco hangs back below jacket; red lotus shoes, bound feet; block hands. 3 rods. Laquered.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3761_th.jpg","","http://localhost:4000/shadowfigures/items/object_0039.html"
"object_0039_0","object_0039","","","image","image/jpg","/objects/dscn3761.jpg","/objects/small/dscn3761_sm.jpg","/objects/thumbs/dscn3761_th.jpg","image containing object_0039","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3761_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3761.jpg","http://localhost:4000/shadowfigures/items/object_0039.html#object_0039_0"
"object_0040","","Armor female","Female body","compound_object","","","","/objects/thumbs/dscn3763_th.jpg","","Armor female. Woman warrior, wu dan 武旦. Martial attire, ruan kao 軟靠. Green tunic or jacket buttons front, with blue, dark pink accents; close fitting sleeves, elaborate black gold-buttoned cuffs, red floral and purple accents; orange cross chest tie and back tassel at shoulder, same waist front tie, long sash; blue, natural white cut out fish scale apron over turquoise green balloon pants; pleated turquoise green skirt or cloth with black, red deco, hangs back below jacket; red shoes, bound feet; block hands. 3 rods. Lacquered.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3763_th.jpg","","http://localhost:4000/shadowfigures/items/object_0040.html"
"object_0040_0","object_0040","","","image","image/jpg","/objects/dscn3763.jpg","/objects/small/dscn3763_sm.jpg","/objects/thumbs/dscn3763_th.jpg","image containing object_0040","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3763_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3763.jpg","http://localhost:4000/shadowfigures/items/object_0040.html#object_0040_0"
"object_0040_1","object_0040","","","image","image/jpg","/objects/p1050008.jpg","/objects/small/p1050008_sm.jpg","/objects/thumbs/p1050008_th.jpg","image containing object_0040","","http://localhost:4000/shadowfigures/objects/thumbs/p1050008_th.jpg","http://localhost:4000/shadowfigures/objects/p1050008.jpg","http://localhost:4000/shadowfigures/items/object_0040.html#object_0040_1"
"object_0041","","Armor female","Female body","compound_object","","","","/objects/thumbs/dscn3762_th.jpg","","Armor female. Woman warrior, wu dan 武旦. Martial attire, ruan kao 軟靠. Black, dark blue above knee tunic, cut out flowered pattern, close fitting sleeves, white cross chest tie with back sash, front extending sash from waist, back waist sash, white with blue lining, red balloon pants, red shoes, bound feet; hands each inscribed fists. 3 rods.","http://localhost:4000/shadowfigures/objects/thumbs/dscn3762_th.jpg","","http://localhost:4000/shadowfigures/items/object_0041.html"
"object_0041_0","object_0041","","","image","image/jpg","/objects/dscn3762.jpg","/objects/small/dscn3762_sm.jpg","/objects/thumbs/dscn3762_th.jpg","image containing object_0041","","http://localhost:4000/shadowfigures/objects/thumbs/dscn3762_th.jpg","http://localhost:4000/shadowfigures/objects/dscn3762.jpg","http://localhost:4000/shadowfigures/items/object_0041.html#object_0041_0"
"object_0042","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn5564_th.jpg","","Jing head. Wu jing. Green painted face, red and natural stylized brow; black stylized eye; closed red lips.; green ying luomao 硬羅帽 hexagonal minister hat, natural and yellow moth decos, many small red pompoms at ends of moth feelers, green top knob; partial red ear flower; black ciguye 慈菇葉 martial arrow; red neck ribbon. Kiss band member. Lacquered.","http://localhost:4000/shadowfigures/objects/thumbs/dscn5564_th.jpg","","http://localhost:4000/shadowfigures/items/object_0042.html"
"object_0042_0","object_0042","","","image","image/jpg","/objects/dscn5564.jpg","/objects/small/dscn5564_sm.jpg","/objects/thumbs/dscn5564_th.jpg","image containing object_0042","","http://localhost:4000/shadowfigures/objects/thumbs/dscn5564_th.jpg","http://localhost:4000/shadowfigures/objects/dscn5564.jpg","http://localhost:4000/shadowfigures/items/object_0042.html#object_0042_0"
"object_0043","","Jing head","Jing head","compound_object","","","","/objects/thumbs/dscn5564_th.jpg","","Jing head. Wu jing. Red painted face; black, natural white brow; ying luomao 硬羅帽 green hexagonal minister hat, red, natural white accents, green top knob; natural ear pompom; black ciguye 慈菇葉 martial arrow decorated with 2 small red and 3 green pompoms; short red neck ribbon. No lacquer.","http://localhost:4000/shadowfigures/objects/thumbs/dscn5564_th.jpg","","http://localhost:4000/shadowfigures/items/object_0043.html"
"object_0043_0","object_0043","","","image","image/jpg","/objects/dscn5564.jpg","/objects/small/dscn5564_sm.jpg","/objects/thumbs/dscn5564_th.jpg","image containing object_0043","","http://localhost:4000/shadowfigures/objects/thumbs/dscn5564_th.jpg","http://localhost:4000/shadowfigures/objects/dscn5564.jpg","http://localhost:4000/shadowfigures/items/object_0043.html#object_0043_0"
"object_0044","","Sheng head","Sheng head","compound_object","","","","/objects/thumbs/dscn5564_th.jpg","","Sheng head. Wu sheng. Open cut face. Black hexagonal state minister hat with natural white decos and numerous small red pompoms, black top knob; large red ear pompom, black ciguye 慈菇葉 martial arrow tips decorated with 3 red and 2 black small pompoms; short red ribbon at nape. Lacquered.","http://localhost:4000/shadowfigures/objects/thumbs/dscn5564_th.jpg","","http://localhost:4000/shadowfigures/items/object_0044.html"
"object_0044_0","object_0044","","","image","image/jpg","/objects/dscn5564.jpg","/objects/small/dscn5564_sm.jpg","/objects/thumbs/dscn5564_th.jpg","image containing object_0044","","http://localhost:4000/shadowfigures/objects/thumbs/dscn5564_th.jpg","http://localhost:4000/shadowfigures/objects/dscn5564.jpg","http://localhost:4000/shadowfigures/items/object_0044.html#object_0044_0"
"object_0045","","Chou head","Chou head","compound_object","","","","/objects/thumbs/dscn5565_th.jpg","","Chou head. Wu chou. Minister. Flesh face; white clown patch, black edged, red closed lips. High hexagonal black hat sits forward on head; has large black topknot, small red pompom pairs, natural repeat decos, black ciguye 慈菇葉 with 3 small red pompoms; short red ribbon at nape; large red pompom at ear. Lacquered.","http://localhost:4000/shadowfigures/objects/thumbs/dscn5565_th.jpg","","http://localhost:4000/shadowfigures/items/object_0045.html"
"object_0045_0","object_0045","","","image","image/jpg","/objects/dscn5565.jpg","/objects/small/dscn5565_sm.jpg","/objects/thumbs/dscn5565_th.jpg","image containing object_0045","","http://localhost:4000/shadowfigures/objects/thumbs/dscn5565_th.jpg","http://localhost:4000/shadowfigures/objects/dscn5565.jpg","http://localhost:4000/shadowfigures/items/object_0045.html#object_0045_0"
